year,FIPS,average_yield
2019,17063,198.26000000000002
2020,17063,190.04000000000002
2021,17063,194.02
2022,17063,191.82
2008,17065,126.2
2009,17065,141.2
2010,17065,140.8
2011,17065,142.07999999999998
2012,17065,138.64000000000001
2013,17065,122.94000000000001
2008,17067,168.2
2009,17067,172.0
2010,17067,169.2
2011,17067,164.18
2012,17067,160.76
2013,17067,151.02
2014,17067,148.72
2015,17067,156.61999999999998
2016,17067,169.29999999999998
2017,17067,183.84
2018,17067,201.56
2008,17071,170.8
2009,17071,177.0
2010,17071,174.8
2011,17071,172.56
2012,17071,172.26
2013,17071,167.78000000000003
2014,17071,163.18
2015,17071,169.95999999999998
2016,17071,179.57999999999998
2017,17071,189.07999999999998
2018,17071,201.33999999999997
2019,17071,208.8
2020,17071,205.85999999999999
2008,17073,168.6
2009,17073,171.4
2010,17073,170.6
2011,17073,176.95999999999998
2012,17073,177.64000000000001
2013,17073,167.84
2014,17073,167.94
2015,17073,170.38000000000002
2016,17073,177.26
2017,17073,183.95999999999998
2018,17073,199.48000000000002
2019,17073,206.48000000000002
2020,17073,205.04000000000002
2021,17073,207.98000000000002
2022,17073,206.9
2008,17075,171.4
2009,17075,174.8
2010,17075,173.6
2011,17075,169.14000000000001
2012,17075,166.16
2013,17075,151.7
2014,17075,151.58
2015,17075,153.21999999999997
2016,17075,148.94
2017,17075,156.64000000000001
2018,17075,175.29999999999998
2019,17075,179.61999999999998
2020,17075,172.9
2021,17075,186.28
2022,17075,186.4
2008,17077,138.4
2009,17077,142.8
2010,17077,144.6
2011,17077,139.38
2012,17077,134.66
2013,17077,114.2
2014,17077,119.13999999999999
2021,17077,158.54000000000002
2022,17077,167.44
2008,17079,147.6
2009,17079,150.2
2010,17079,144.8
2011,17079,149.35999999999999
2012,17079,149.56
2013,17079,125.34
2014,17079,123.54
2015,17079,130.82
2016,17079,133.28
2017,17079,137.14
2018,17079,167.24
2019,17079,178.18
2020,17079,175.90000000000003
2008,17081,111.8
2009,17081,122.4
2010,17081,120.8
2011,17081,121.3
2018,17081,138.66
2019,17081,140.3
2020,17081,133.11999999999998
2021,17081,138.45999999999998
2022,17081,148.9
2008,17083,154.0
2009,17083,156.2
2010,17083,153.0
2011,17083,159.78
2012,17083,163.2
2013,17083,146.12
2014,17083,150.1
2015,17083,156.68
2016,17083,154.5
2017,17083,159.8
2008,17085,169.8
2009,17085,171.4
2010,17085,169.2
2011,17085,171.57999999999998
2012,17085,172.76
2013,17085,155.04000000000002
2014,17085,157.54
2015,17085,160.98
2016,17085,162.23999999999998
2017,17085,168.83999999999997
2018,17085,187.62000000000003
2019,17085,194.34
2020,17085,195.47999999999996
2021,17085,197.50000000000003
2022,17085,196.5
2008,17087,128.6
2009,17087,137.0
2010,17087,133.4
2011,17087,128.88
2008,17089,165.2
2009,17089,169.4
2010,17089,166.6
2011,17089,178.04000000000002
2012,17089,177.48
2013,17089,168.42
2014,17089,169.16
2015,17089,174.28000000000003
2016,17089,175.44
2017,17089,182.56
2018,17089,189.7
2019,17089,189.24
2020,17089,187.28000000000003
2021,17089,185.66
2022,17089,184.8
2008,17091,164.2
2009,17091,167.8
2010,17091,165.2
2011,17091,167.72
2012,17091,164.98
2013,17091,153.02
2014,17091,152.04000000000002
2015,17091,153.7
2016,17091,142.28000000000003
2017,17091,150.72
2018,17091,166.06
2008,17093,166.0
2009,17093,167.0
2010,17093,166.4
2011,17093,178.12
2012,17093,174.38
2013,17093,158.26000000000002
2021,17093,199.71999999999997
2022,17093,200.68
2008,17095,172.0
2009,17095,175.8
2010,17095,174.2
2011,17095,181.57999999999998
2012,17095,181.88
2013,17095,175.24
2014,17095,173.44
2015,17095,176.52
2016,17095,185.71999999999997
2017,17095,196.48000000000002
2018,17095,210.21999999999997
2019,17095,217.32
2020,17095,216.28000000000003
2021,17095,215.88000000000002
2022,17095,210.84
2008,17097,125.0
2009,17097,127.2
2008,17099,169.6
2009,17099,175.6
2010,17099,176.4
2011,17099,181.18
2012,17099,180.24
2013,17099,170.0
2014,17099,168.96
2015,17099,171.94
2016,17099,175.04000000000002
2017,17099,180.7
2018,17099,195.76
2019,17099,201.4
2020,17099,196.98
2008,17101,140.6
2009,17101,146.0
2010,17101,140.8
2011,17101,145.18
2022,17101,169.56
2008,17103,169.8
2009,17103,175.8
2010,17103,172.4
2011,17103,178.72
2012,17103,175.3
2013,17103,167.36
2014,17103,165.22
2015,17103,167.94
2016,17103,170.89999999999998
2017,17103,176.9
2018,17103,190.24
2019,17103,197.16
2020,17103,197.11999999999998
2021,17103,198.23999999999998
2022,17103,197.73999999999998
2008,17105,171.8
2009,17105,175.6
2010,17105,176.2
2011,17105,180.52
2012,17105,176.48
2013,17105,155.34
2014,17105,153.76
2015,17105,159.28
2016,17105,163.14000000000001
2017,17105,174.92000000000002
2018,17105,200.24
2019,17105,205.92
2020,17105,199.36
2021,17105,198.45999999999998
2022,17105,197.22
2008,17107,177.8
2009,17107,177.6
2010,17107,177.6
2011,17107,179.94
2012,17107,180.42000000000002
2013,17107,160.32
2014,17107,162.34
2015,17107,170.9
2016,17107,174.32
2017,17107,183.52
2018,17107,206.82
2019,17107,214.44
2020,17107,207.11999999999998
2021,17107,214.48000000000002
2022,17107,212.5
2008,17109,180.8
2009,17109,186.2
2010,17109,184.2
2011,17109,180.56
2012,17109,179.14000000000001
2013,17109,168.34
2014,17109,164.7
2015,17109,169.42
2016,17109,176.22
2017,17109,185.28000000000003
2018,17109,201.84
2019,17109,210.06
2020,17109,205.5
2008,17111,153.2
2009,17111,155.8
2010,17111,153.0
2011,17111,163.88
2012,17111,165.02
2013,17111,154.5
2014,17111,155.02
2015,17111,163.28
2016,17111,166.35999999999999
2017,17111,171.18
2018,17111,181.86
2008,17113,181.2
2009,17113,182.8
2010,17113,183.0
2011,17113,184.7
2012,17113,180.22
2013,17113,162.92000000000002
2014,17113,162.64000000000001
2015,17113,169.1
2016,17113,175.04000000000002
2017,17113,186.73999999999998
2018,17113,209.61999999999998
2019,17113,217.76
2020,17113,213.85999999999999
2021,17113,214.16
2022,17113,211.68
2008,17115,184.8
2009,17115,184.8
2010,17115,185.0
2011,17115,183.7
2012,17115,178.54000000000002
2013,17115,160.9
2014,17115,161.84
2015,17115,170.64000000000001
2016,17115,178.44
2017,17115,190.77999999999997
2018,17115,213.51999999999998
2019,17115,222.95999999999998
2020,17115,216.63999999999996
2021,17115,216.98000000000002
2022,17115,218.21999999999997
2008,17117,162.4
2009,17117,160.0
2010,17117,155.4
2011,17117,154.18
2012,17117,151.6
2013,17117,137.34
2014,17117,140.04
2015,17117,146.73999999999998
2016,17117,147.86
2017,17117,161.48000000000002
2018,17117,182.45999999999998
2019,17117,191.42
2020,17117,188.11999999999998
2021,17117,196.0
2022,17117,195.60000000000002
2008,17119,137.2
2009,17119,138.6
2010,17119,139.2
2011,17119,145.26
2012,17119,146.57999999999998
2013,17119,132.14000000000001
2014,17119,134.01999999999998
2015,17119,139.14000000000001
2016,17119,139.83999999999997
2017,17119,150.51999999999998
2018,17119,175.14000000000001
2019,17119,181.82
2020,17119,183.16
2021,17119,186.38
2022,17119,193.54
2008,17121,127.0
2009,17121,137.0
2010,17121,134.8
2011,17121,138.94
2012,17121,143.35999999999999
2013,17121,120.55999999999999
2014,17121,122.9
2015,17121,130.26
2016,17121,129.82
2017,17121,130.95999999999998
2018,17121,155.98000000000002
2019,17121,163.87999999999997
2020,17121,157.74
2021,17121,165.06
2022,17121,176.42000000000002
2008,17123,172.2
2009,17123,177.0
2010,17123,174.8
2011,17123,179.06
2012,17123,179.94
2013,17123,166.92000000000002
2014,17123,165.76
2015,17123,172.82
2016,17123,179.84
2017,17123,187.28
2018,17123,208.64000000000001
2019,17123,213.18
2020,17123,208.7
2021,17123,210.21999999999997
2022,17123,210.0
2008,17125,162.0
2009,17125,163.4
2010,17125,160.6
2011,17125,164.2
2012,17125,161.74
2013,17125,148.18
2014,17125,144.44
2015,17125,150.57999999999998
2016,17125,154.68
2017,17125,165.85999999999999
2008,17127,135.4
2009,17127,141.8
2010,17127,145.8
2011,17127,143.2
2008,17129,176.4
2009,17129,177.2
2010,17129,177.0
2011,17129,179.72
2012,17129,180.4
2008,17131,175.2
2009,17131,178.4
2010,17131,177.0
2011,17131,174.48
2012,17131,172.85999999999999
2013,17131,170.48
2014,17131,167.5
2015,17131,171.0
2016,17131,183.66
2017,17131,193.98000000000002
2018,17131,205.7
2019,17131,216.54000000000002
2020,17131,215.45999999999998
2008,17133,136.6
2009,17133,142.2
2010,17133,138.0
2011,17133,140.72
2012,17133,141.6
2013,17133,129.92000000000002
2014,17133,127.52000000000001
2015,17133,131.8
2016,17133,137.02
2017,17133,143.38
2018,17133,156.2
2019,17133,161.51999999999998
2020,17133,156.0
2021,17133,153.45999999999998
2022,17133,160.61999999999998
2008,17135,160.4
2009,17135,162.8
2010,17135,160.2
2011,17135,159.66
2012,17135,159.57999999999998
2013,17135,143.42000000000002
2014,17135,143.8
2015,17135,151.21999999999997
2016,17135,153.92000000000002
2017,17135,165.58
2018,17135,190.34
2019,17135,198.32
2020,17135,194.84
2021,17135,199.04
2022,17135,202.1
2008,17137,178.8
2009,17137,178.6
2010,17137,176.0
2011,17137,176.1
2012,17137,173.34
2013,17137,158.62
2014,17137,158.85999999999999
2015,17137,166.11999999999998
2016,17137,172.82
2017,17137,182.50000000000003
2018,17137,199.4
2019,17137,206.85999999999999
2020,17137,203.36
2008,17139,176.8
2009,17139,177.8
2010,17139,177.8
2011,17139,178.42000000000002
2012,17139,175.07999999999998
2013,17139,159.9
2014,17139,161.32
2015,17139,170.18
2016,17139,176.4
2017,17139,186.72000000000003
2018,17139,206.82
2019,17139,217.37999999999997
2020,17139,210.6
2021,17139,209.94
2022,17139,212.71999999999997
2008,17141,169.8
2009,17141,175.0
2010,17141,171.6
2011,17141,180.48
2012,17141,180.57999999999998
2013,17141,171.35999999999999
2014,17141,172.48
2015,17141,177.76
2016,17141,178.4
2017,17141,187.68
2018,17141,200.5
2019,17141,202.22
2020,17141,201.78
2021,17141,202.62
2022,17141,196.68
2008,17143,169.4
2009,17143,174.2
2010,17143,171.0
2011,17143,178.72
2012,17143,178.3
2013,17143,173.07999999999998
2014,17143,168.98
2015,17143,175.4
2016,17143,181.06
2017,17143,190.2
2018,17143,203.35999999999999
2019,17143,213.04000000000002
2020,17143,210.1
2021,17143,215.63999999999996
2022,17143,215.71999999999997
2008,17145,104.0
2009,17145,117.8
2010,17145,119.4
2011,17145,119.12
2012,17145,120.04
2013,17145,108.9
2014,17145,106.92
2015,17145,107.74000000000001
2016,17145,113.16
2017,17145,112.55999999999999
2018,17145,132.48
2008,17147,183.8
2009,17147,181.2
2010,17147,179.6
2011,17147,178.3
2012,17147,173.32
2013,17147,161.48
2014,17147,164.56
2015,17147,175.00000000000003
2016,17147,186.20000000000002
2017,17147,198.51999999999998
2018,17147,215.7
2019,17147,226.58
2020,17147,219.48000000000002
2021,17147,217.5
2022,17147,216.32
2008,17149,160.8
2009,17149,159.0
2010,17149,155.4
2011,17149,155.5
2012,17149,153.64000000000001
2013,17149,140.54000000000002
2014,17149,142.4
2015,17149,148.5
2016,17149,147.78000000000003
2017,17149,153.98000000000002
2018,17149,174.08
2008,17153,147.0
2009,17153,152.2
2010,17153,150.8
2011,17153,150.5
2012,17153,149.88
2013,17153,128.76
2014,17153,132.94
2015,17153,137.28
2016,17153,140.42
2017,17153,141.14
2008,17155,174.4
2009,17155,178.0
2010,17155,176.2
2011,17155,181.35999999999999
2018,17155,199.34
2008,17157,119.2
2009,17157,131.0
2010,17157,129.4
2011,17157,131.45999999999998
2012,17157,131.7
2019,17157,150.72
2020,17157,143.32
2021,17157,148.54
2022,17157,158.66
2008,17159,123.4
2009,17159,128.6
2010,17159,125.8
2011,17159,132.85999999999999
2012,17159,133.32
2013,17159,116.62
2014,17159,117.55999999999999
2015,17159,125.58
2016,17159,125.38
2017,17159,129.11999999999998
2018,17159,153.42
2008,17161,170.6
2009,17161,172.6
2010,17161,171.2
2011,17161,175.98
2018,17161,199.56
2008,17163,139.2
2009,17163,143.6
2010,17163,141.8
2011,17163,143.4
2012,17163,143.95999999999998
2013,17163,131.07999999999998
2014,17163,131.78
2015,17163,134.78000000000003
2016,17163,135.44
2017,17163,141.52
2018,17163,162.88000000000002
2019,17163,168.45999999999998
2020,17163,170.74
2021,17163,171.56
2022,17163,179.51999999999998
2008,17165,136.8
2009,17165,145.0
2010,17165,146.2
2011,17165,145.06
2012,17165,141.52
2013,17165,126.32000000000001
2014,17165,129.98000000000002
2015,17165,132.71999999999997
2016,17165,140.47999999999996
2017,17165,141.34
2018,17165,165.56
2008,17167,185.6
2009,17167,183.6
2010,17167,183.0
2011,17167,180.1
2012,17167,178.44
2013,17167,164.9
2014,17167,167.74
2015,17167,175.3
2016,17167,181.1
2017,17167,192.38000000000002
2018,17167,211.0
2019,17167,218.64000000000001
2020,17167,214.54000000000002
2021,17167,218.4
2022,17167,217.1
2008,17169,162.2
2009,17169,164.8
2010,17169,161.6
2011,17169,160.54000000000002
2012,17169,161.45999999999998
2013,17169,141.84
2014,17169,138.84
2015,17169,144.66
2016,17169,150.62
2017,17169,159.0
2018,17169,182.68
2019,17169,189.38
2020,17169,181.18
2021,17169,185.84
2022,17169,184.92000000000002
2008,17171,168.4
2009,17171,163.0
2010,17171,161.0
2011,17171,163.1
2012,17171,158.78
2013,17171,148.44
2014,17171,151.07999999999998
2015,17171,154.42000000000002
2016,17171,156.35999999999996
2017,17171,165.94
2008,17173,162.4
2009,17173,166.2
2010,17173,165.4
2011,17173,168.18
2012,17173,168.04000000000002
2013,17173,146.32
2014,17173,146.16
2015,17173,153.23999999999998
2016,17173,155.78000000000003
2017,17173,163.65999999999997
2018,17173,188.9
2019,17173,198.34
2020,17173,192.04
2021,17173,195.7
2022,17173,200.16
2008,17175,172.0
2009,17175,177.6
2010,17175,174.2
2011,17175,182.78
2012,17175,183.22
2013,17175,174.1
2014,17175,171.98
2015,17175,178.99999999999997
2016,17175,188.0
2017,17175,196.9
2018,17175,213.3
2019,17175,221.61999999999998
2020,17175,220.78000000000003
2021,17175,220.85999999999999
2022,17175,219.16
2008,17177,169.2
2009,17177,172.4
2010,17177,170.6
2011,17177,177.56
2012,17177,178.88
2013,17177,163.04000000000002
2014,17177,164.44
2015,17177,167.95999999999998
2016,17177,170.3
2017,17177,176.21999999999997
2018,17177,196.86
2019,17177,202.28
2020,17177,202.88000000000002
2021,17177,205.16
2022,17177,203.5
2008,17179,176.8
2009,17179,179.2
2010,17179,178.2
2011,17179,182.48
2012,17179,181.82
2013,17179,170.3
2014,17179,165.72
2015,17179,174.2
2016,17179,178.01999999999998
2017,17179,190.68
2018,17179,209.57999999999998
2019,17179,221.24
2020,17179,217.48000000000002
2021,17179,220.16
2022,17179,213.92000000000002
2008,17181,143.8
2009,17181,148.8
2010,17181,148.6
2011,17181,141.45999999999998
2012,17181,134.3
2013,17181,116.16
2014,17181,117.82000000000001
2008,17183,170.0
2009,17183,171.4
2010,17183,174.6
2011,17183,174.85999999999999
2012,17183,169.88
2013,17183,153.9
2014,17183,154.88000000000002
2015,17183,159.08
2016,17183,159.42000000000002
2017,17183,170.57999999999998
2018,17183,189.4
2008,17185,137.6
2009,17185,143.4
2010,17185,143.8
2011,17185,145.72
2012,17185,145.84
2013,17185,130.26
2014,17185,133.16
2015,17185,136.16000000000003
2016,17185,138.8
2017,17185,141.96
2008,17187,181.0
2009,17187,185.8
2010,17187,185.8
2011,17187,184.78
2012,17187,185.66
2013,17187,179.04000000000002
2014,17187,175.02
2015,17187,179.64
2016,17187,189.45999999999998
2017,17187,199.82
2018,17187,216.18
2019,17187,227.13999999999996
2020,17187,222.74
2008,17189,124.2
2009,17189,134.0
2010,17189,135.2
2011,17189,138.45999999999998
2012,17189,139.1
2013,17189,122.32000000000001
2014,17189,121.44000000000001
2015,17189,126.1
2016,17189,127.62000000000003
2017,17189,131.64000000000001
2018,17189,154.48
2019,17189,158.5
2020,17189,155.12
2021,17189,160.73999999999995
2022,17189,173.37999999999997
2008,17191,130.8
2009,17191,137.8
2010,17191,135.6
2011,17191,138.56
2012,17191,137.04000000000002
2013,17191,120.58000000000001
2014,17191,121.58000000000001
2008,17193,139.2
2009,17193,147.2
2010,17193,146.6
2011,17193,151.68
2012,17193,150.5
2013,17193,137.34
2014,17193,142.76
2015,17193,150.44
2016,17193,153.62000000000003
2017,17193,151.84
2018,17193,174.54000000000002
2019,17193,171.6
2020,17193,166.7
2021,17193,167.78000000000003
2022,17193,179.37999999999997
2008,17195,166.4
2009,17195,167.4
2010,17195,166.6
2011,17195,174.28
2012,17195,172.0
2013,17195,165.35999999999999
2014,17195,165.12
2015,17195,166.23999999999998
2016,17195,170.16000000000003
2017,17195,177.44
2018,17195,191.35999999999999
2019,17195,198.57999999999998
2020,17195,200.06
2021,17195,200.4
2022,17195,201.11999999999998
2008,17197,156.4
2009,17197,159.8
2010,17197,158.6
2011,17197,165.85999999999999
2012,17197,165.76
2013,17197,156.35999999999999
2014,17197,150.78000000000003
2015,17197,154.9
2008,17199,126.6
2009,17199,136.2
2010,17199,140.0
2011,17199,137.12
2012,17199,134.12
2013,17199,114.85999999999999
2014,17199,121.55999999999999
2015,17199,123.67999999999999
2016,17199,131.74
2017,17199,128.3
2018,17199,154.76000000000002
2019,17199,153.14000000000001
2020,17199,149.9
2008,17201,156.2
2009,17201,161.0
2010,17201,159.8
2011,17201,168.3
2012,17201,169.14000000000001
2013,17201,153.66
2014,17201,154.7
2015,17201,159.58
2016,17201,162.04000000000002
2017,17201,168.38
2018,17201,185.26
2019,17201,187.49999999999997
2020,17201,187.78000000000003
2021,17201,189.22
2022,17201,189.6
2008,17203,178.8
2009,17203,182.6
2010,17203,183.6
2011,17203,189.1
2012,17203,191.0
2013,17203,170.7
2014,17203,167.95999999999998
2015,17203,174.06
2016,17203,179.95999999999998
2017,17203,189.21999999999997
2018,17203,211.56
2019,17203,217.84
2020,17203,211.06
2021,17203,210.6
2022,17203,208.08
2008,18001,145.29999999999998
2009,18001,148.72000000000003
2010,18001,149.06
2011,18001,149.96
2012,18001,149.92000000000002
2013,18001,143.85999999999999
2014,18001,149.2
2015,18001,152.46
2016,18001,144.44
2017,18001,146.95999999999998
2018,18001,158.56
2019,18001,162.11999999999998
2020,18001,159.48000000000002
2008,18003,157.6
2009,18003,157.44
2010,18003,161.54000000000002
2011,18003,160.24
2012,18003,153.5
2013,18003,143.85999999999999
2014,18003,149.8
2015,18003,151.56
2016,18003,145.56
2017,18003,150.82
2018,18003,162.54000000000002
2019,18003,162.74
2020,18003,161.86
2021,18003,170.76
2022,18003,178.66000000000003
2008,18005,148.85999999999999
2009,18005,149.6
2010,18005,151.26
2011,18005,148.18
2012,18005,141.62
2013,18005,129.07999999999998
2014,18005,136.2
2015,18005,141.26
2016,18005,147.48
2008,18007,167.72
2009,18007,172.3
2010,18007,175.14000000000001
2011,18007,175.11999999999998
2012,18007,174.78
2013,18007,164.06
2014,18007,162.88
2015,18007,166.35999999999999
2016,18007,167.04000000000002
2017,18007,173.78
2018,18007,190.24
2019,18007,194.35999999999996
2020,18007,191.07999999999998
2021,18007,198.12000000000003
2022,18007,196.28000000000003
2008,18009,147.83999999999997
2009,18009,151.85999999999999
2010,18009,153.85999999999999
2011,18009,152.9
2012,18009,154.72
2013,18009,150.14000000000001
2014,18009,153.44
2015,18009,151.85999999999999
2016,18009,145.42000000000002
2017,18009,148.04000000000002
2018,18009,160.04000000000002
2008,18011,161.14000000000001
2009,18011,166.62
2010,18011,167.3
2011,18011,165.56
2012,18011,164.6
2013,18011,152.12
2014,18011,155.48
2015,18011,159.2
2016,18011,155.52000000000004
2017,18011,159.72
2018,18011,178.28000000000003
2019,18011,180.1
2020,18011,175.46
2021,18011,192.54000000000002
2022,18011,198.48
2008,18015,177.3
2009,18015,184.4
2010,18015,181.68
2011,18015,179.98000000000002
2012,18015,178.71999999999997
2013,18015,164.45999999999998
2014,18015,165.07999999999998
2015,18015,171.14
2016,18015,168.56
2017,18015,174.57999999999998
2018,18015,187.78
2019,18015,189.3
2020,18015,187.16
2008,18017,163.94
2009,18017,172.73999999999998
2010,18017,169.86
2011,18017,165.14000000000001
2012,18017,164.21999999999997
2013,18017,150.48000000000002
